epoch,step,min,max,mean,std
1,10000,-0.0015081253368407488,0.0014776588650420308,-8.151934707711916e-06,0.0002291623968631029
2,20000,-0.002958782948553562,0.0018385782605037093,-4.645891021937132e-05,0.00034768626210279763
3,30000,-0.0019917862955480814,0.003814847907051444,-2.135303475370165e-05,0.0003392394573893398
4,40000,-0.0009442121954634786,0.0008440476376563311,-2.9155416996218264e-06,0.00013110734289512038
5,50000,-0.001303698169067502,0.0014791139401495457,-1.732805321807973e-05,0.00020800650236196816
6,60000,-0.0011335416929796338,0.0016757341800257564,-1.1834837096103001e-05,0.0001496378827141598
7,70000,-0.0014607873745262623,0.002938377670943737,2.8529169867397286e-05,0.00030840683029964566
8,80000,-0.002035834128037095,0.001757993595674634,-2.0947327357134782e-05,0.0002835632476489991
9,90000,-0.0012136498698964715,0.0013348279753699899,1.1200166227354202e-05,0.00022706788149662316
10,100000,-0.0012279505608603358,0.001332346349954605,3.1489096727455035e-05,0.00021386485605034977
11,110000,-0.0010255388915538788,0.0011909148888662457,-2.0462239262997173e-06,0.00019032930140383542
12,120000,-0.0008695198921486735,0.0009671111474744976,1.1170464858878404e-05,0.00016642558330204338
13,130000,-0.0008358092163689435,0.0016866459045559168,-9.944546036422253e-06,0.00017020705854520202
14,140000,-0.0008589511271566153,0.0010112038580700755,2.7937667255173437e-06,0.00011393355816835538
15,150000,-0.0008451364119537175,0.0007627535960637033,-8.54401969263563e-06,0.00012433077790774405
16,160000,-0.0012737279757857323,0.0018242980586364865,1.745414351717045e-06,0.0002660315949469805
17,170000,-0.0018731578020378947,0.001586636179126799,-2.7411631435825257e-06,0.00017905635468196124
18,180000,-0.001178445527330041,0.0009762987028807402,-9.949856575985905e-06,0.00017738054157234728
19,190000,-0.0026625494938343763,0.0013386532664299011,-2.15294016925327e-06,0.0002859348605852574
20,200000,-0.0017360883066430688,0.002356164623051882,-1.6857326045283116e-05,0.000285882328171283
21,210000,-0.003676551626995206,0.005228075198829174,1.4301906048785895e-05,0.0003221137449145317
22,220000,-0.0026071795728057623,0.002403136109933257,-3.419249651415157e-06,0.0004221752460580319
23,230000,-0.0005854382179677486,0.0005914351786486804,-3.4318818507017568e-06,0.00010869737161556259
24,240000,-0.0030787691939622164,0.0022057571914047003,-1.8833212607205496e-06,0.0003064066113438457
25,250000,-0.0023465582635253668,0.0016680344706401229,5.474815338857297e-07,0.00022447564697358757
26,260000,-0.001752525451593101,0.0019757342524826527,-3.669445732157328e-06,0.00020386147662065923
27,270000,-0.005825433414429426,0.007917128503322601,5.226719167694682e-06,0.0008148861234076321
28,280000,-0.0008253921987488866,0.0009222155204042792,-1.4181267715684953e-06,0.0001409560936735943
29,290000,-0.002890014322474599,0.002815850079059601,6.890764780109748e-06,0.0004073280142620206
30,300000,-0.0013072610599920154,0.0013089028652757406,-3.97793513684519e-07,0.00018255024042446166
31,310000,-0.004548513330519199,0.002479282906278968,-1.4477170225291047e-05,0.00036631510010920465
