1,10000,0.013841350771044382
2,20000,0.011350848843355197
3,30000,0.011069527891161852
4,40000,0.011088576475222362
5,50000,0.010993095104314853
6,60000,0.010939559370477218
7,70000,0.011013540135178482
8,80000,0.010999982504814397
9,90000,0.010887409315886908
10,100000,0.010896993383811787
11,110000,0.01099771187043516
12,120000,0.011047927204344887
13,130000,0.010911105146142654
14,140000,0.010872535713517572
15,150000,0.010876154198299627
16,160000,0.010877776888990776
17,170000,0.010845007581578102
18,180000,0.010747940831491724
19,190000,0.0108004325699294
20,200000,0.010780165261158254
21,210000,0.010734796883887612
22,220000,0.01081658897792222
23,230000,0.010726506192795932
24,240000,0.01070951008168049
25,250000,0.01075690675850492
26,260000,0.010697642320324666
27,270000,0.010701735674159135
28,280000,0.010596902113198303
29,290000,0.010651174528629053
30,300000,0.010632575376960449
31,310000,0.010556573607376777
