1,10000,0.0013782975921407341
2,20000,1.4112181961536408e-06
3,30000,1.2973276898264884e-07
4,40000,9.114090353250504e-08
5,50000,1.0826699435710907e-07
6,60000,1.0189656168222428e-07
7,70000,3.6900844424963e-07
8,80000,1.4398206956684589e-06
9,90000,1.5925285406410695e-07
10,100000,1.0805114870890974e-06
11,110000,1.1268311587627977e-06
12,120000,8.416921831667423e-07
13,130000,5.431109922938049e-07
14,140000,5.841611651703716e-07
15,150000,4.4787146616727114e-07
16,160000,7.422702739859233e-07
17,170000,1.454140990972519e-06
18,180000,1.8896348774433136e-07
19,190000,5.104636715259403e-07
20,200000,7.670315448194742e-07
21,210000,5.222698906436562e-07
22,220000,9.283552644774318e-07
23,230000,8.415420597884804e-07
24,240000,5.415389779955148e-07
25,250000,3.838062286376953e-07
26,260000,4.856678075157106e-07
27,270000,7.309848442673683e-07
28,280000,5.961593706160784e-07
29,290000,3.887373488396406e-07
30,300000,2.0305654034018518e-07
31,310000,4.95482049882412e-07
