1,10000,0.0025806020975112916
2,20000,0.00135961856842041
3,30000,0.0013002090692520141
4,40000,0.001524511218070984
5,50000,0.0012671412706375122
6,60000,0.001234628987312317
7,70000,0.0012502050876617432
8,80000,0.0012567449331283569
9,90000,0.001272407627105713
10,100000,0.001262038540840149
11,110000,0.0012866188526153564
12,120000,0.0011864115238189698
13,130000,0.0012059424161911011
14,140000,0.001207198143005371
15,150000,0.0012222597599029542
16,160000,0.0012242398023605346
17,170000,0.0012153043985366821
18,180000,0.001500454878807068
19,190000,0.0017225285768508911
20,200000,0.0017474882841110229
21,210000,0.0016748757600784302
22,220000,0.0016946533203125
23,230000,0.0017270697355270385
24,240000,0.001755281662940979
25,250000,0.0017249168395996094
26,260000,0.0014897104740142822
27,270000,0.001259135866165161
28,280000,0.0012891759157180787
29,290000,0.0012850513696670532
30,300000,0.0012621699810028077
31,310000,0.001306498122215271
