epoch,step,min,max,mean,std
1,10000,-0.005056634545326233,0.047449659556150436,0.002303771208971739,0.0060891821049153805
2,20000,-0.009227286092936993,0.02330792136490345,0.0006586559466086328,0.003102350514382124
3,30000,-0.054050471633672714,0.004671621602028608,-0.0015605660155415535,0.0075299302116036415
4,40000,-0.01412755437195301,0.0013212391640990973,-0.0003091366379521787,0.0018342219991609454
5,50000,-0.04317232221364975,6.6939301324175915e-12,-0.0007794684497639537,0.005150195676833391
6,60000,-0.0071905371733009815,0.023077407851815224,0.0002832010213751346,0.0022888502571731806
7,70000,-0.003845611587166786,0.026398174464702606,0.0002820662339217961,0.002291599288582802
8,80000,-0.09142107516527176,0.0003578593605197966,-0.0008684250060468912,0.007025409955531359
9,90000,-0.004144012928009033,0.027912966907024384,0.00022912492568138987,0.002271036384627223
10,100000,-0.04212566092610359,0.005814425181597471,-0.00026919919764623046,0.0032561172265559435
11,110000,-0.03359115868806839,0.010878080502152443,-0.00017631523951422423,0.0023027872666716576
12,120000,-0.0173469427973032,0.01020621508359909,-6.326621223706752e-05,0.001384085975587368
13,130000,-0.010452602058649063,0.022548485547304153,0.00011074111534981057,0.0016174984630197287
14,140000,-0.006604515016078949,0.013581709936261177,-1.589514795341529e-05,0.0007381231407634914
15,150000,-0.034859541803598404,7.657287642359734e-05,-0.0001724666217342019,0.002056392142549157
16,160000,-0.008305596187710762,0.06051468476653099,0.00032028291025198996,0.004229759331792593
17,170000,-0.04217269644141197,0.0031269399914890528,-0.0002420382952550426,0.003039970528334379
18,180000,-0.0026955159846693277,0.06939314305782318,0.00036656102747656405,0.004491860046982765
19,190000,-0.003618924180045724,0.10634113848209381,0.0005374692846089602,0.006581347435712814
20,200000,-0.018767207860946655,3.3207625538267393e-10,-0.00014306625234894454,0.0012919952860102057
21,210000,-0.03984514996409416,0.0033332081511616707,-0.00012709783914033324,0.0019525206880643964
22,220000,-0.00373759213835001,0.1265331506729126,0.0005553096998482943,0.00698700500652194
23,230000,-0.012675037607550621,0.08735291659832001,0.0002600471780169755,0.004581690765917301
24,240000,-0.05423751473426819,0.003138853469863534,-0.000234930805163458,0.002985927276313305
25,250000,-0.02141943946480751,0.006150495260953903,-4.814108615391888e-05,0.0010037431493401527
26,260000,-3.5159075196133927e-05,0.03496050834655762,0.00012033775419695303,0.0016506316605955362
27,270000,-0.023567961528897285,0.016530117020010948,-3.8547641452169046e-05,0.0015081511810421944
28,280000,-0.005561860278248787,0.004204061813652515,-5.971462087472901e-06,0.0003210469149053097
29,290000,-0.006463050376623869,0.016345789656043053,2.922086787293665e-05,0.0009367134771309793
30,300000,-0.03958231210708618,0.003402173286303878,-0.0001465967361582443,0.0023948524612933397
31,310000,-0.015167945995926857,0.003986977506428957,-5.5523829360026866e-05,0.0009086341597139835
