1,10000,0.0013494547303998844
2,20000,1.112060248851776e-06
3,30000,2.0252913236618043e-08
4,40000,1.1567352339625358e-08
5,50000,1.121354941278696e-06
6,60000,8.946763351559639e-07
7,70000,1.0151248890906573e-06
8,80000,1.1170282959938049e-07
9,90000,5.134320817887783e-08
10,100000,3.7990184500813483e-07
11,110000,7.959212642163039e-07
12,120000,1.3115221430780365e-06
13,130000,9.136810898780823e-07
14,140000,1.6503404825925828e-06
15,150000,7.273083087056876e-07
16,160000,4.233365878462791e-07
17,170000,1.433838251978159e-06
18,180000,2.220984548330307e-07
19,190000,8.970080874860286e-07
20,200000,1.7481986433267593e-07
21,210000,1.287431363016367e-06
22,220000,2.6019600220024584e-06
23,230000,7.709976751357317e-07
24,240000,2.7959821745753287e-07
25,250000,6.287111376877874e-07
26,260000,1.1039367411285638e-06
27,270000,4.937094636261463e-07
28,280000,6.81425747461617e-07
29,290000,7.984525291249156e-07
30,300000,4.313553683459759e-07
31,310000,6.823892588727177e-07
