epoch,step,min,max,mean,std
1,10000,-0.0007561235106550157,0.001828719861805439,-5.0135954552388284e-06,0.0002340318460483104
2,20000,-0.0007233453798107803,0.00047401789925061166,-1.2192578651593067e-05,0.00013360631419345737
3,30000,-0.0005550783826038241,0.0014217054704204202,4.264317249180749e-05,0.00023251633683685213
4,40000,-0.0005473877536132932,0.001843091449700296,0.00013989751460030675,0.0003442733723204583
5,50000,-0.0005011859466321766,0.0004299705324228853,2.0833993403357454e-05,0.00012856133980676532
6,60000,-0.00037763043656013906,0.0002221766917500645,5.417458396550501e-06,7.449839904438704e-05
7,70000,-0.0008618695428594947,0.0003418816486373544,-6.312444747891277e-05,0.00016100464563351125
8,80000,-0.0006192654836922884,0.0007585172425024211,3.5717879654839635e-05,0.00017738757014740258
9,90000,-0.000394201633753255,0.0003845191386062652,-1.0765589877337334e-06,8.925783185986802e-05
10,100000,-0.0012895382242277265,0.0006112020346336067,-4.960859223501757e-05,0.00024092203238978982
11,110000,-0.0005714088911190629,0.0013141431845724583,9.72072739386931e-05,0.0002983813174068928
12,120000,-0.00060383474919945,0.000921743456274271,3.61937636625953e-05,0.00020072855113539845
13,130000,-0.0003430200449656695,0.0006493981345556676,1.9641000108094886e-05,0.00013602217950392514
14,140000,-0.0010587340220808983,0.00032899563666433096,-4.742755481856875e-05,0.0001836696028476581
15,150000,-0.0006371935014612973,0.0010832848493009806,4.779782466357574e-05,0.00024617661256343126
16,160000,-0.0013198158703744411,0.0006120243342593312,-4.598847226588987e-05,0.00023439471260644495
17,170000,-0.0008392185554839671,0.0004069230053573847,-1.8337619621888734e-05,0.00014752481365576386
18,180000,-0.001357027213089168,0.000834374688565731,-6.233752355910838e-05,0.00031135723111219704
19,190000,-0.0013270776253193617,0.001866282895207405,7.339106377912685e-05,0.00041545662679709494
20,200000,-0.0011050984030589461,0.0011219027219340205,3.6465607990976423e-06,0.00029204058228060603
21,210000,-0.0006545117357745767,0.0006742633413523436,-2.616384699649643e-05,0.00016259794938378036
22,220000,-0.00033430071198381484,0.0009970152750611305,2.5531320716254413e-05,0.000147948507219553
23,230000,-0.0007567178690806031,0.00046500522876158357,5.6148655858123675e-06,0.00016349408542737365
24,240000,-0.0008951903437264264,0.00127345637883991,-9.824952940107323e-06,0.00022149235883262008
25,250000,-0.0025384188629686832,0.0013346411287784576,-6.83147954987362e-05,0.0004177647642791271
26,260000,-0.0013963236706331372,0.0019116379553452134,3.913113323505968e-05,0.00040350155904889107
27,270000,-0.00147248525172472,0.0014450747985392809,2.678532291611191e-05,0.00040452179382555187
28,280000,-0.002206064062193036,0.0020652231760323048,-1.0360812666476704e-05,0.00047388472012244165
29,290000,-0.0004138567019253969,0.0003904748591594398,-2.024217610596679e-05,0.00011505926522659138
30,300000,-0.001660170964896679,0.0016040626214817166,1.5748024452477694e-05,0.00036906174500472844
31,310000,-0.0020298545714467764,0.002252753358334303,3.490558447083458e-05,0.0004937556223012507
