epoch,step,min,max,mean,std
1,10000,4.574287231662311e-06,0.004101800732314587,0.0020531874615699053,0.0020486132707446814
2,20000,-0.004234695807099342,4.747046133957156e-08,-0.0021173241548240185,0.002117371652275324
3,30000,3.6310854323318154e-09,0.030196625739336014,0.015098314732313156,0.015098311007022858
4,40000,3.3698065171616776e-11,0.05039658397436142,0.02519829198718071,0.02519829198718071
5,50000,-0.0031364765018224716,8.383478633522401e-11,-0.0015682382509112358,0.0015682383673265576
6,60000,2.4154459765668435e-08,0.0006429310888051987,0.0003214776224922389,0.0003214534663129598
7,70000,-0.01891094446182251,9.347419505090215e-10,-0.00945547129958868,0.009455472230911255
8,80000,3.6563989613824788e-09,0.01605534739792347,0.008027675561606884,0.008027671836316586
9,90000,1.2499301940693819e-11,0.00503494031727314,0.00251747015863657,0.00251747015863657
10,100000,-0.04563181847333908,2.1655280346699612e-10,-0.02281590923666954,0.02281590923666954
11,110000,9.30163498308323e-13,0.05498192459344864,0.02749096229672432,0.02749096229672432
12,120000,4.1456227339864427e-10,0.005924680270254612,0.0029623403679579496,0.0029623399022966623
13,130000,2.918317323907793e-11,0.008376269601285458,0.004188134800642729,0.004188134800642729
14,140000,-0.03802788257598877,1.2625281028966207e-11,-0.019013941287994385,0.019013941287994385
15,150000,1.2664795427663744e-11,0.0285627581179142,0.0142813790589571,0.0142813790589571
16,160000,-0.04813743382692337,8.924168959367762e-09,-0.024068713188171387,0.024068722501397133
17,170000,-0.025519084185361862,7.319237577130266e-11,-0.012759542092680931,0.012759542092680931
18,180000,-0.012020155787467957,3.1328109550976535e-10,-0.006010077893733978,0.006010078359395266
19,190000,2.417625127870693e-12,0.030803702771663666,0.015401851385831833,0.015401851385831833
20,200000,2.0333599248800738e-09,0.0033639678731560707,0.0016819849843159318,0.0016819830052554607
21,210000,-0.03216706961393356,7.595419952710625e-12,-0.01608353480696678,0.01608353480696678
22,220000,6.862937995677498e-11,0.0058158989995718,0.0029079494997859,0.0029079494997859
23,230000,1.1660509661786875e-14,0.022974692285060883,0.011487346142530441,0.011487346142530441
24,240000,8.161989140109682e-11,0.0016054725274443626,0.0008027363219298422,0.0008027362637221813
25,250000,1.2136588400935011e-09,0.010632988065481186,0.00531649449840188,0.005316493567079306
26,260000,8.381265126367055e-10,0.04030266031622887,0.020151330158114433,0.020151330158114433
27,270000,4.190825020344846e-09,0.031503479927778244,0.01575174182653427,0.015751738101243973
28,280000,1.6364989918749018e-10,0.016449643298983574,0.008224821649491787,0.008224821649491787
29,290000,-0.010923703201115131,1.6465531059916758e-14,-0.005461851600557566,0.005461851600557566
30,300000,-0.004456351511180401,1.2508195368354791e-08,-0.0022281694691628218,0.002228182042017579
31,310000,5.9024248599826024e-08,0.016770407557487488,0.008385233581066132,0.00838517490774393
