1,10000,0.0015831336646922865
2,20000,1.4316409826278687e-06
3,30000,4.243813455104828e-08
4,40000,1.1693034321069718e-08
5,50000,1.5309471637010575e-06
6,60000,8.399260230362415e-07
7,70000,2.4425145238637923e-08
8,80000,8.851289749145507e-09
9,90000,7.962029427289962e-07
10,100000,5.752068944275379e-07
11,110000,5.471967160701752e-07
12,120000,1.587820239365101e-07
13,130000,4.3296413496136667e-07
14,140000,4.64677345007658e-08
15,150000,1.6386564821004867e-07
16,160000,1.7487471923232078e-07
17,170000,6.610367447137832e-07
18,180000,1.0025860741734506e-06
19,190000,7.333167828619481e-07
20,200000,2.8590299189090728e-08
21,210000,5.0556729547679424e-08
22,220000,2.1361836697906255e-07
23,230000,1.027208287268877e-07
24,240000,3.488402348011732e-07
25,250000,4.3935051653534176e-07
26,260000,5.692065693438053e-07
27,270000,1.35464096092619e-06
28,280000,1.1806814465671777e-06
29,290000,5.080035247374326e-07
30,300000,1.0880318703129888e-06
31,310000,1.028136210516095e-06
