epoch,step,min,max,mean,std
1,10000,-0.0009511746466159821,0.0005240090540610254,-7.51902462070575e-06,4.687510590883903e-05
2,20000,-0.0017797170439735055,0.0014551221393048763,2.4802830012049526e-06,5.524670268641785e-05
3,30000,-0.004452023189514875,0.0007593930931761861,-1.402013822371373e-05,0.00011224712216062471
4,40000,-0.0015915093244984746,0.003036750014871359,5.900285032112151e-06,7.908188854344189e-05
5,50000,-0.0021749890875071287,0.00145370711106807,-5.400843292591162e-06,6.651064177276567e-05
6,60000,-0.0017277698498219252,0.0028978134505450726,2.4596699859102955e-06,6.960784230614081e-05
7,70000,-0.0013264998560771346,0.0025618504732847214,1.978431555471616e-06,5.8025852922583e-05
8,80000,-0.002626787405461073,0.0010604283306747675,-2.4846617634466384e-06,5.321368371369317e-05
9,90000,-0.0011273333802819252,0.0029816944152116776,3.6455544432101306e-06,6.82919635437429e-05
10,100000,-0.002043877961114049,0.0029437097255140543,1.2868331396020949e-06,6.846619362477213e-05
11,110000,-0.0015441275900229812,0.0008511193445883691,-9.02966007743089e-07,3.120881228824146e-05
12,120000,-0.0010550145525485277,0.0013761409791186452,-6.955093567739823e-08,3.1596773624187335e-05
13,130000,-0.003024640493094921,0.0055760787799954414,1.7076858966902364e-06,9.692166349850595e-05
14,140000,-0.000712075037881732,0.0013897757744416595,1.2147123698014184e-06,2.6943844204652123e-05
15,150000,-0.001986881485208869,0.0014142612926661968,-1.7864615529106231e-06,5.359405986382626e-05
16,160000,-0.002266752300783992,0.0014897551154717803,-1.0413270956632914e-06,4.612585689756088e-05
17,170000,-0.000602099986281246,0.003314053174108267,3.6694534628622932e-06,6.85356353642419e-05
18,180000,-0.0011590197682380676,0.00266981846652925,2.23057850234909e-06,6.040785592631437e-05
19,190000,-0.0031882463954389095,0.0004085530817974359,-4.657437784771901e-06,6.10915885772556e-05
20,200000,-0.002547076903283596,0.000930087873712182,-2.4594755814177915e-06,4.538564826361835e-05
21,210000,-0.001571477041579783,0.0005750029231421649,-2.488710151737905e-06,3.46880333381705e-05
22,220000,-0.0018255378818139434,0.0011023603146895766,-2.459249571984401e-06,4.039434497826733e-05
23,230000,-0.003860454773530364,0.0018638571491464972,-3.0393612178158946e-06,6.60889782011509e-05
24,240000,-0.003123066620901227,0.00494667561724782,1.9076869648415595e-06,8.933131175581366e-05
25,250000,-0.001717815874144435,0.0026750178076326847,1.1335926046740497e-06,5.924858123762533e-05
26,260000,-0.0018207099055871367,0.0032101611141115427,6.735256761203345e-07,6.691546877846122e-05
27,270000,-0.004580704960972071,0.0019676159135997295,-8.865168865668238e-07,9.466019400861114e-05
28,280000,-0.0011956470552831888,0.0006446900661103427,-1.3634293054565205e-06,2.6132853236049414e-05
29,290000,-0.002077344572171569,0.0013025241205468774,-3.544832622992544e-07,2.9243103199405596e-05
30,300000,-0.0018615757580846548,0.002911836141720414,-5.383564030125854e-07,7.488648407161236e-05
31,310000,-0.002505489159375429,0.0010059596970677376,-1.7578437336851493e-06,3.81136778742075e-05
