epoch,step,min,max,mean,std
1,10000,-0.0007513817981816828,0.001285059843212366,-5.7148622545355465e-06,0.00014831034059170634
2,20000,-0.0012079874286428094,0.00213740486651659,5.3124199439480435e-06,0.00023294973652809858
3,30000,-0.002775012282654643,0.0012464722385630012,-5.861806494067423e-05,0.00032321721664629877
4,40000,-0.001707657240331173,0.002295050071552396,6.0069742175983265e-06,0.0002853799669537693
5,50000,-0.0014136128593236208,0.0018842837307602167,3.115978688583709e-05,0.00025766805629245937
6,60000,-0.002256135456264019,0.0018065744079649448,-8.340928616235033e-06,0.00031531896092928946
7,70000,-0.0011720089241862297,0.0016479447949677706,-3.796852979576215e-05,0.00022371578961610794
8,80000,-0.0010309484787285328,0.0011113245273008943,-1.407535182806896e-05,0.00018197332974523306
9,90000,-0.0010023777140304446,0.0011854701442644,-7.3829282882798e-06,0.00017897141515277326
10,100000,-0.0011968107428401709,0.0026691327802836895,4.332457683631219e-05,0.0003207824775017798
11,110000,-0.0008894980419427156,0.0007869540713727474,-1.1561408427951392e-05,0.00012992878328077495
12,120000,-0.0017982946010306478,0.0006875387043692172,-2.155078800569754e-05,0.00015750309103168547
13,130000,-0.0036589151713997126,0.004309975076466799,-2.4678874979144894e-05,0.0005154340760782361
14,140000,-0.000854237237945199,0.0006831609643995762,1.532826559014211e-06,9.93239736999385e-05
15,150000,-0.001148112234659493,0.001275505288504064,-7.530652510467917e-06,0.00019634018826764077
16,160000,-0.0010990576120093465,0.00154806615319103,-1.700765460554976e-05,0.00019611945026554167
17,170000,-0.0016446434892714024,0.002139717573300004,5.701368081645342e-06,0.00023415657051373273
18,180000,-0.0020117105450481176,0.0016273778164759278,-3.3493324735900387e-06,0.00027529921499080956
19,190000,-0.001376793603412807,0.0012551917461678386,-1.8383554561296478e-05,0.00020048886653967202
20,200000,-0.001268722233362496,0.0009575505391694605,1.3514385500457138e-05,0.00015038420679047704
21,210000,-0.0007630066247656941,0.0008898135856725276,-9.558256351738237e-06,0.00010682658466976136
22,220000,-0.0012163100764155388,0.0010768069187179208,-9.97172264760593e-06,0.00014207832282409072
23,230000,-0.003056355519220233,0.0021743651013821363,-6.277605280047283e-06,0.0002924095024354756
24,240000,-0.005228057969361544,0.007222755346447229,4.127729334868491e-05,0.0007580283563584089
25,250000,-0.00453003728762269,0.005672209896147251,-7.175865448516561e-06,0.00047746836207807064
26,260000,-0.001786710461601615,0.001869603293016553,-1.858345240179915e-05,0.0003044920740649104
27,270000,-0.004195321351289749,0.004846931900829077,-6.1772602748533245e-06,0.0005327648250386119
28,280000,-0.0006190559361129999,0.000916664837859571,-8.414902367803734e-06,0.00010830526298377663
29,290000,-0.0014769748086109757,0.0021093611139804125,-7.434835424646735e-06,0.00013338855933398008
30,300000,-0.008125998079776764,0.007990293204784393,-1.4212019777914975e-05,0.0007320892182178795
31,310000,-0.0016589314909651875,0.0014815767062827945,-7.568269211333245e-08,0.00016796762065496296
