1,10000,0.008737970757484436
2,20000,0.00999345896244049
3,30000,0.010597265148162841
4,40000,0.011096542024612428
5,50000,0.011480566072463989
6,60000,0.011778147673606873
7,70000,0.012049941992759704
8,80000,0.013236055302619934
9,90000,0.014048666834831238
10,100000,0.014387935471534729
11,110000,0.014445441722869873
12,120000,0.014557080054283142
13,130000,0.015020812940597534
14,140000,0.015205856370925903
15,150000,0.015172403478622436
16,160000,0.015090173435211181
17,170000,0.015152265691757202
18,180000,0.015165658521652222
19,190000,0.015075558304786681
20,200000,0.0152000812292099
21,210000,0.015083593320846557
22,220000,0.015111893486976623
23,230000,0.015170840096473693
24,240000,0.015039593982696534
25,250000,0.015068482208251953
26,260000,0.01504609522819519
27,270000,0.015023188829421998
28,280000,0.01484040117263794
29,290000,0.014860567116737366
30,300000,0.01470176112651825
31,310000,0.014773324632644653
