epoch,step,min,max,mean,std
1,10000,-0.0009120362810790539,0.0005800750805065036,-3.704060145537369e-05,0.0001561342942295596
2,20000,-0.0005786537658423185,0.0010491216089576483,3.28121313941665e-05,0.0001923053787322715
3,30000,-0.00156130432151258,0.0007378057343885303,-8.478065865347162e-05,0.00038309540832415223
4,40000,-0.0009018491837196052,0.0012643479276448488,6.577004387509078e-05,0.00029039490618743
5,50000,-0.0010496546747162938,0.00043109740363433957,-8.00163543317467e-05,0.00019911043636966497
6,60000,-0.0005201366730034351,0.0005673345294781029,1.9026390873477794e-05,0.00016367655189242214
7,70000,-0.0006451221997849643,0.0015153262065723538,6.387298344634473e-05,0.00022533323499374092
8,80000,-0.0005756111349910498,0.00042982204467989504,-6.168999243527651e-05,0.00014655734412372112
9,90000,-0.00038878910709172487,0.0009730292367748916,8.531185449101031e-05,0.00020761723862960935
10,100000,-0.0005705398507416248,0.0006085170898586512,-2.532326561777154e-07,0.00017817984917201102
11,110000,-0.0003258797514718026,0.00026869168505072594,-1.2850211987824878e-06,8.52623998071067e-05
12,120000,-0.0004269868659321219,0.0006124163046479225,2.244736606371589e-05,0.00010981152445310727
13,130000,-0.001300521194934845,0.0014689351664856076,-4.758185241371393e-07,0.0003449700598139316
14,140000,-0.0003575633163563907,0.00034918347955681384,2.3797994799679145e-05,0.00010059247870231047
15,150000,-0.0011363994562998414,0.0008280823822133243,-5.463621346279979e-05,0.00024458469124510884
16,160000,-0.000692054454702884,0.0008874187478795648,-4.594725396600552e-05,0.00017193533130921423
17,170000,-0.0010612786281853914,0.001161731081083417,6.627637048950419e-05,0.0002823278773576021
18,180000,-0.0010020241606980562,0.0008043056586757302,4.1739742300705984e-05,0.00025240721879526973
19,190000,-0.00093035027384758,0.0007046385435387492,-2.7308540666126646e-05,0.00023823807714506984
20,200000,-0.0007530658040195704,0.0005373446620069444,-3.930947423214093e-05,0.0001660966663621366
21,210000,-0.00047844936489127576,0.0005596362752839923,-9.64069567999104e-06,0.00012756255455315113
22,220000,-0.0008208858780562878,0.0006597056053578854,-3.3878466638270766e-05,0.00015633819566573948
23,230000,-0.0014399222563952208,0.000996744493022561,-3.688586730277166e-05,0.0002721331547945738
24,240000,-0.0022915443405508995,0.003055958542972803,1.4469279449258465e-05,0.0005729901022277772
25,250000,-0.0016526550753042102,0.002348140347748995,-1.2858050467912108e-05,0.00042108880006708205
26,260000,-0.0008201237069442868,0.0009320999379269779,6.1817104324290995e-06,0.0002598610008135438
27,270000,-0.0009170359699055552,0.001946552307344973,4.218066897010431e-05,0.00036884230212308466
28,280000,-0.0003168105613440275,0.00046198946074582636,-1.1102782991656568e-05,9.724515257403255e-05
29,290000,-0.00048148949281312525,0.0006374646909534931,6.710591151204426e-06,0.0001204956352012232
30,300000,-0.00409050565212965,0.0038576985243707895,-3.814186493400484e-05,0.0006909710355103016
31,310000,-0.0004931575385853648,0.00043448159703984857,-1.6703997971490026e-06,0.00012467167107388377
