epoch,step,min,max,mean,std
1,10000,-0.010285992175340652,2.8823897082475014e-06,-0.005141554865986109,0.005144437309354544
2,20000,1.0866764910133497e-07,0.007844709791243076,0.003922409377992153,0.0039223008789122105
3,30000,-0.0450897216796875,1.4629349287531568e-08,-0.022544853389263153,0.022544868290424347
4,40000,2.966794032666087e-10,0.02550814114511013,0.012754070572555065,0.012754070572555065
5,50000,-0.021558640524744987,3.5308680423895566e-08,-0.010779302567243576,0.010779337957501411
6,60000,6.145506858956651e-08,0.008474651724100113,0.004237356595695019,0.004237295128405094
7,70000,1.0406342454416517e-09,0.023512760177254677,0.011756381019949913,0.011756379157304764
8,80000,-0.02120301127433777,3.0054955052483123e-11,-0.010601505637168884,0.010601505637168884
9,90000,1.8752711883340822e-10,0.032591767609119415,0.016295883804559708,0.016295883804559708
10,100000,6.673792629641184e-10,0.010440876707434654,0.005220438819378614,0.005220438353717327
11,110000,-0.004543667659163475,4.408710202463695e-11,-0.0022718338295817375,0.0022718338295817375
12,120000,1.861515053214191e-09,0.002219308167695999,0.0011096550151705742,0.001109653152525425
13,130000,-0.01135312207043171,4.741963621768264e-08,-0.005676537286490202,0.005676584783941507
14,140000,1.3608099369566418e-10,0.01108262687921524,0.00554131343960762,0.00554131343960762
15,150000,-0.030594410374760628,5.548301835328617e-12,-0.015297205187380314,0.015297205187380314
16,160000,-0.022881358861923218,7.65984706219136e-11,-0.011440679430961609,0.011440679430961609
17,170000,1.0777367887015998e-10,0.04928816482424736,0.02464408241212368,0.02464408241212368
18,180000,1.1869675908826594e-08,0.03352328762412071,0.016761649399995804,0.01676163822412491
19,190000,-0.04410114139318466,1.144300366268114e-12,-0.02205057069659233,0.02205057069659233
20,200000,-0.02487773448228836,6.06109884504491e-11,-0.01243886724114418,0.01243886724114418
21,210000,-0.020022017881274223,1.1642657595390543e-13,-0.010011008940637112,0.010011008940637112
22,220000,-0.03175278753042221,8.471713608404485e-11,-0.015876393765211105,0.015876393765211105
23,230000,-0.04020869731903076,1.0224849612827658e-11,-0.02010434865951538,0.02010434865951538
24,240000,-0.030778778716921806,3.688453431571759e-10,-0.015389389358460903,0.015389389358460903
25,250000,3.0405578055336946e-09,0.02165420539677143,0.010827104561030865,0.010827101767063141
26,260000,1.7344842229150004e-09,0.0032582776620984077,0.0016291396459564567,0.001629138016141951
27,270000,5.427189808671073e-10,0.001361411064863205,0.000680705823469907,0.0006807052413932979
28,280000,-0.005600040778517723,1.6119543033710215e-08,-0.0028000122401863337,0.0028000283055007458
29,290000,3.083882108012581e-12,0.005972748622298241,0.0029863743111491203,0.0029863743111491203
30,300000,-0.03406359255313873,2.303836232897538e-09,-0.017031794413924217,0.017031798139214516
31,310000,-0.01096357125788927,6.688852636216325e-07,-0.0054814512841403484,0.005482119973748922
